deg_u,deg_v,deg_min,deg_max,common_neighbors,jaccard,adamic_adar,same_pred_comm,boundary_u,boundary_v,cc_u,cc_v,tri_u,tri_v,mu_triad_part_u,mu_triad_part_v,y,attacker,category,instance,attack_id
10,18,10,18,1,0.037037037037037035,0.43429448190325176,0,4,5,0.08888888888888889,0.0915032679738562,4,14,2,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,12,6,12,1,0.058823529411764705,0.3284587387530511,0,4,3,0.06666666666666667,0.3181818181818182,1,21,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
13,15,13,15,4,0.16666666666666666,1.2693837177790561,1,4,2,0.20512820512820512,0.23809523809523808,16,25,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,7,7,9,2,0.14285714285714285,0.8350485199601045,1,6,4,0.0,0.19047619047619047,0,4,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,5,5,6,1,0.1,0.318928988903801,0,3,3,0.26666666666666666,0.0,4,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,9,8,9,0,0.0,0.0,0,3,3,0.03571428571428571,0.08333333333333333,1,3,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,1,0.06666666666666667,0.25694917118487537,0,4,5,0.14285714285714285,0.10714285714285714,4,3,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,6,6,9,0,0.0,0.0,0,5,3,0.08333333333333333,0.13333333333333333,3,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,7,7,7,0,0.0,0.0,0,3,4,0.2857142857142857,0.047619047619047616,6,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,2,0.14285714285714285,0.7998273358667889,0,4,6,0.14285714285714285,0.0,4,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
15,8,8,15,1,0.045454545454545456,0.43429448190325176,0,5,5,0.047619047619047616,0.07142857142857142,5,2,3,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
5,8,5,8,0,0.0,0.0,0,2,2,0.0,0.03571428571428571,0,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,9,9,9,0,0.0,0.0,0,4,6,0.027777777777777776,0.05555555555555555,1,2,1,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,8,8,9,1,0.0625,0.43429448190325176,1,3,4,0.027777777777777776,0.0,1,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,7,7,9,0,0.0,0.0,0,4,3,0.05555555555555555,0.14285714285714285,2,3,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
18,23,18,23,2,0.05128205128205128,0.7578362403718453,1,4,10,0.16993464052287582,0.05533596837944664,26,14,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
11,8,8,11,2,0.11764705882352941,0.7320575067222761,1,2,3,0.21818181818181817,0.10714285714285714,12,3,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
18,7,7,18,0,0.0,0.0,0,4,4,0.16993464052287582,0.047619047619047616,26,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,1,0.06666666666666667,0.43429448190325176,0,4,6,0.0,0.17857142857142858,0,5,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
12,8,8,12,1,0.05263157894736842,0.5138983423697507,0,5,5,0.09090909090909091,0.07142857142857142,6,2,6,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,1,0.06666666666666667,0.267546386419054,0,5,6,0.07142857142857142,0.17857142857142858,2,5,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,15,7,15,1,0.047619047619047616,0.318928988903801,0,3,4,0.19047619047619047,0.1619047619047619,4,17,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,9,9,9,1,0.058823529411764705,0.43429448190325176,0,3,4,0.027777777777777776,0.1111111111111111,1,4,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
15,8,8,15,1,0.045454545454545456,0.4170323914242463,0,2,4,0.09523809523809523,0.07142857142857142,10,2,3,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,14,7,14,1,0.05,0.29401410379520604,0,3,4,0.19047619047619047,0.08791208791208792,4,8,0,8,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,9,7,9,2,0.14285714285714285,0.6601895957526795,1,2,4,0.19047619047619047,0.1388888888888889,4,5,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,6,6,8,2,0.16666666666666666,0.5244955576039294,0,5,3,0.03571428571428571,0.26666666666666666,1,4,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
23,5,5,23,2,0.07692307692307693,0.8350485199601045,0,10,4,0.05533596837944664,0.1,14,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,2,0.14285714285714285,0.9370338082411984,1,4,4,0.07142857142857142,0.0,2,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,6,6,7,0,0.0,0.0,0,4,4,0.0,0.06666666666666667,0,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,11,8,11,1,0.05555555555555555,0.25694917118487537,0,4,4,0.14285714285714285,0.10909090909090909,4,6,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,11,8,11,0,0.0,0.0,1,2,5,0.25,0.05454545454545454,7,3,1,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,6,6,9,1,0.07142857142857142,0.48089834696298783,0,3,3,0.027777777777777776,0.13333333333333333,1,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,6,6,6,1,0.09090909090909091,0.48089834696298783,1,3,3,0.13333333333333333,0.0,2,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
15,8,8,15,0,0.0,0.0,0,3,5,0.06666666666666667,0.07142857142857142,7,2,7,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
5,5,5,5,0,0.0,0.0,0,4,4,0.1,0.1,1,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,3,5,0.13333333333333333,0.07142857142857142,2,2,2,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,11,8,11,1,0.05555555555555555,0.40242960438184466,0,3,6,0.03571428571428571,0.03636363636363636,1,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
11,9,9,11,0,0.0,0.0,1,4,5,0.01818181818181818,0.08333333333333333,1,3,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,0,0.0,0.0,0,4,2,0.10714285714285714,0.14285714285714285,3,4,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
5,11,5,11,0,0.0,0.0,0,3,5,0.0,0.10909090909090909,0,6,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,7,6,7,1,0.08333333333333333,0.6213349345596119,1,4,3,0.0,0.14285714285714285,0,3,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
15,6,6,15,0,0.0,0.0,0,3,3,0.06666666666666667,0.06666666666666667,7,1,7,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
18,8,8,18,0,0.0,0.0,0,5,5,0.05228758169934641,0.10714285714285714,8,3,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,8,6,8,0,0.0,0.0,0,3,5,0.26666666666666666,0.14285714285714285,4,4,0,4,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,9,6,9,1,0.07142857142857142,0.28126641406272834,0,4,4,0.06666666666666667,0.1388888888888889,1,5,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,15,8,15,1,0.045454545454545456,0.5581106265512472,0,2,4,0.14285714285714285,0.01904761904761905,4,2,1,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,10,8,10,1,0.058823529411764705,0.3789231816899512,0,4,5,0.10714285714285714,0.022222222222222223,3,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,6,6,6,0,0.0,0.0,0,4,4,0.06666666666666667,0.0,1,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,11,8,11,1,0.05555555555555555,0.36926937306885504,1,2,5,0.14285714285714285,0.10909090909090909,4,6,1,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
8,8,8,8,1,0.06666666666666667,0.4170323914242463,0,4,3,0.10714285714285714,0.14285714285714285,3,4,1,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
9,8,8,9,0,0.0,0.0,0,3,2,0.19444444444444445,0.03571428571428571,7,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
10,11,10,11,1,0.05,0.28126641406272834,1,3,5,0.15555555555555556,0.10909090909090909,7,6,2,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
7,6,6,7,0,0.0,0.0,0,5,4,0.047619047619047616,0.0,1,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
12,6,6,12,1,0.058823529411764705,0.43429448190325176,0,3,3,0.24242424242424243,0.06666666666666667,16,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k5
6,5,5,6,0,0.0,0.0,1,3,2,0.13333333333333333,0.0,2,0,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,9,8,9,0,0.0,0.0,0,4,4,0.14285714285714285,0.1111111111111111,4,4,1,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,14,11,14,1,0.041666666666666664,0.36926937306885504,0,4,5,0.05454545454545454,0.04395604395604396,3,4,3,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,11,9,11,2,0.1111111111111111,0.7481925547588062,0,3,4,0.08333333333333333,0.03636363636363636,3,2,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,6,5,6,0,0.0,0.0,0,3,2,0.1,0.0,1,0,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,12,10,12,0,0.0,0.0,1,2,4,0.15555555555555556,0.09090909090909091,7,6,2,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
15,9,9,15,0,0.0,0.0,0,4,5,0.06666666666666667,0.05555555555555555,7,2,7,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,8,8,9,0,0.0,0.0,0,3,4,0.08333333333333333,0.0,3,0,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,9,9,10,0,0.0,0.0,0,3,2,0.2222222222222222,0.1111111111111111,10,4,3,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,9,9,11,0,0.0,0.0,0,4,5,0.10909090909090909,0.05555555555555555,6,2,2,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,11,7,11,0,0.0,0.0,0,3,3,0.14285714285714285,0.10909090909090909,3,6,1,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,8,8,8,1,0.06666666666666667,0.25694917118487537,0,4,3,0.10714285714285714,0.10714285714285714,3,3,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,6,6,12,0,0.0,0.0,0,4,3,0.12121212121212122,0.0,8,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,10,9,10,0,0.0,0.0,0,3,4,0.2222222222222222,0.022222222222222223,8,1,4,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,15,11,15,1,0.04,0.36926937306885504,0,4,4,0.09090909090909091,0.01904761904761905,5,2,2,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
23,9,9,23,1,0.03225806451612903,0.40242960438184466,0,5,2,0.05533596837944664,0.1111111111111111,14,4,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,11,11,11,0,0.0,0.0,0,4,4,0.05454545454545454,0.09090909090909091,3,5,3,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,8,5,8,0,0.0,0.0,1,2,4,0.2,0.03571428571428571,2,1,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,6,6,11,0,0.0,0.0,0,4,3,0.12727272727272726,0.0,7,0,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,6,6,6,1,0.09090909090909091,0.40242960438184466,0,3,4,0.06666666666666667,0.13333333333333333,1,2,0,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
17,6,6,17,1,0.045454545454545456,0.3789231816899512,0,3,3,0.22058823529411764,0.06666666666666667,30,1,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,11,10,11,0,0.0,0.0,0,4,4,0.022222222222222223,0.12727272727272726,1,7,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,12,12,12,0,0.0,0.0,0,4,4,0.045454545454545456,0.06060606060606061,3,4,1,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
13,8,8,13,0,0.0,0.0,0,4,4,0.20512820512820512,0.03571428571428571,16,1,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,6,6,10,1,0.06666666666666667,0.3396232718951086,0,3,3,0.08888888888888889,0.0,4,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,8,8,9,2,0.13333333333333333,0.5758781600886764,0,3,4,0.08333333333333333,0.10714285714285714,3,3,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,11,5,11,1,0.06666666666666667,0.45511961331341866,1,2,4,0.0,0.09090909090909091,0,5,0,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,6,6,16,0,0.0,0.0,1,5,4,0.041666666666666664,0.0,5,0,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,9,9,12,0,0.0,0.0,0,2,2,0.24242424242424243,0.1388888888888889,16,5,1,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,5,5,8,0,0.0,0.0,0,3,3,0.07142857142857142,0.0,2,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,11,8,11,1,0.05555555555555555,0.36926937306885504,0,4,4,0.10714285714285714,0.05454545454545454,3,3,1,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,11,7,11,1,0.058823529411764705,0.25694917118487537,0,3,4,0.047619047619047616,0.10909090909090909,1,6,0,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,8,8,14,0,0.0,0.0,0,4,3,0.14285714285714285,0.21428571428571427,13,6,3,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,7,5,7,0,0.0,0.0,0,2,4,0.0,0.09523809523809523,0,2,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,5,5,8,0,0.0,0.0,1,3,2,0.0,0.0,0,0,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,11,6,11,1,0.0625,0.25694917118487537,0,3,3,0.13333333333333333,0.10909090909090909,2,6,1,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,9,9,16,1,0.041666666666666664,0.318928988903801,0,5,3,0.11666666666666667,0.05555555555555555,14,2,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,9,8,9,1,0.0625,0.40242960438184466,0,3,4,0.0,0.05555555555555555,0,2,0,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,8,8,14,0,0.0,0.0,0,5,4,0.07692307692307693,0.07142857142857142,7,2,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,15,11,15,0,0.0,0.0,0,4,3,0.12727272727272726,0.09523809523809523,7,10,0,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,12,12,12,1,0.043478260869565216,0.36926937306885504,0,3,4,0.07575757575757576,0.09090909090909091,5,6,4,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,8,8,12,0,0.0,0.0,0,2,4,0.24242424242424243,0.14285714285714285,16,4,1,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
15,12,12,15,1,0.038461538461538464,0.267546386419054,0,3,4,0.13333333333333333,0.09090909090909091,14,6,4,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,11,8,11,0,0.0,0.0,0,3,3,0.21428571428571427,0.10909090909090909,6,6,3,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
15,9,9,15,0,0.0,0.0,1,4,5,0.05714285714285714,0.05555555555555555,6,2,6,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,15,7,15,0,0.0,0.0,0,4,3,0.047619047619047616,0.19047619047619047,1,20,0,6,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
13,8,8,13,0,0.0,0.0,0,3,4,0.038461538461538464,0.10714285714285714,3,3,2,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,6,6,9,0,0.0,0.0,0,4,3,0.05555555555555555,0.06666666666666667,2,1,2,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,7,7,7,0,0.0,0.0,0,3,4,0.19047619047619047,0.047619047619047616,4,1,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,16,9,16,0,0.0,0.0,0,3,5,0.2222222222222222,0.041666666666666664,8,5,4,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,11,8,11,0,0.0,0.0,0,4,4,0.03571428571428571,0.09090909090909091,1,5,1,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,8,8,14,1,0.047619047619047616,0.48089834696298783,0,5,4,0.04395604395604396,0.14285714285714285,4,4,2,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,11,6,11,0,0.0,0.0,0,3,4,0.06666666666666667,0.09090909090909091,1,5,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,49,8,49,0,0.0,0.0,0,4,5,0.07142857142857142,0.04846938775510204,2,57,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
19,8,8,19,0,0.0,0.0,0,5,3,0.029239766081871343,0.21428571428571427,5,6,0,3,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,10,9,10,1,0.05555555555555555,0.45511961331341866,1,4,3,0.05555555555555555,0.022222222222222223,2,1,1,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
12,6,6,12,0,0.0,0.0,0,4,2,0.09090909090909091,0.2,6,3,6,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,16,16,16,0,0.0,0.0,1,5,5,0.075,0.041666666666666664,9,5,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,5,5,8,1,0.08333333333333333,0.25694917118487537,0,3,2,0.25,0.1,7,1,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,9,6,9,1,0.07142857142857142,0.25694917118487537,1,3,3,0.06666666666666667,0.05555555555555555,1,2,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,9,7,9,1,0.06666666666666667,0.25694917118487537,0,3,2,0.2857142857142857,0.1388888888888889,6,5,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,7,7,8,1,0.07142857142857142,0.3789231816899512,0,4,3,0.10714285714285714,0.14285714285714285,3,3,0,3,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,12,10,12,2,0.1,0.6989323801259548,0,2,3,0.15555555555555556,0.3181818181818182,7,21,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,11,5,11,1,0.06666666666666667,0.5138983423697507,0,2,4,0.0,0.03636363636363636,0,2,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,23,6,23,1,0.03571428571428571,0.48089834696298783,0,3,5,0.13333333333333333,0.043478260869565216,2,11,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
17,14,14,17,0,0.0,0.0,0,3,5,0.22058823529411764,0.0,30,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,15,7,15,1,0.047619047619047616,0.28126641406272834,0,3,5,0.19047619047619047,0.08571428571428572,4,9,1,4,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,9,6,9,1,0.07142857142857142,0.2769378934088574,0,3,5,0.0,0.027777777777777776,0,1,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,12,7,12,0,0.0,0.0,0,3,3,0.19047619047619047,0.3181818181818182,4,21,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,12,9,12,0,0.0,0.0,0,5,4,0.027777777777777776,0.06060606060606061,1,4,1,3,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,9,9,11,0,0.0,0.0,1,4,3,0.03636363636363636,0.05555555555555555,2,2,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,49,5,49,0,0.0,0.0,0,2,5,0.0,0.04846938775510204,0,57,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,7,7,8,0,0.0,0.0,1,3,3,0.07142857142857142,0.0,2,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,6,6,7,0,0.0,0.0,1,3,4,0.09523809523809523,0.13333333333333333,2,2,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,11,9,11,1,0.05263157894736842,0.267546386419054,0,3,4,0.19444444444444445,0.03636363636363636,7,2,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,6,6,6,0,0.0,0.0,0,2,3,0.2,0.0,3,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,14,6,14,0,0.0,0.0,0,3,5,0.06666666666666667,0.0,1,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,8,8,10,1,0.058823529411764705,0.267546386419054,1,4,3,0.13333333333333333,0.25,6,7,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,6,6,9,0,0.0,0.0,0,3,3,0.2222222222222222,0.06666666666666667,8,1,4,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,8,8,9,1,0.0625,0.36926937306885504,0,5,3,0.027777777777777776,0.21428571428571427,1,6,1,3,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,7,7,14,0,0.0,0.0,0,5,4,0.04395604395604396,0.09523809523809523,4,2,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,11,5,11,0,0.0,0.0,0,3,4,0.0,0.10909090909090909,0,6,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
15,9,9,15,0,0.0,0.0,0,4,2,0.01904761904761905,0.1388888888888889,2,5,2,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
6,9,6,9,0,0.0,0.0,0,3,4,0.0,0.1111111111111111,0,4,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,5,5,8,0,0.0,0.0,0,4,4,0.03571428571428571,0.1,1,1,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,7,7,16,0,0.0,0.0,0,5,3,0.075,0.19047619047619047,9,4,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
10,7,7,10,2,0.13333333333333333,0.6001954029665293,1,2,3,0.15555555555555556,0.19047619047619047,7,4,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,7,7,16,0,0.0,0.0,0,5,3,0.11666666666666667,0.0,14,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,5,5,7,0,0.0,0.0,0,3,2,0.047619047619047616,0.2,1,2,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,6,6,14,1,0.05263157894736842,0.3396232718951086,0,5,3,0.0,0.0,0,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,8,8,8,0,0.0,0.0,0,3,3,0.07142857142857142,0.25,2,7,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
8,9,8,9,0,0.0,0.0,0,3,4,0.25,0.08333333333333333,7,3,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
13,18,13,18,1,0.03333333333333333,0.3789231816899512,0,3,4,0.038461538461538464,0.16993464052287582,3,26,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,7,7,7,0,0.0,0.0,0,3,4,0.19047619047619047,0.0,4,0,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
